sentence,aspect,sentiment
역시 #에스테틱노하우 담기 #AHC #세럼 답구나 싶더라구요!,AHC #세럼,positive
#무너짐 없이 여름 내내 넘나 잘 사용했었던 #파운데이션 💕,파운데이션,positive
예쁜 #다이치유모차 앉아 기분 좋아?,다이치유모차,positive
흔들림 없이 안정적인 바퀴 👍,바퀴,positive
#디럭스유모차 에 많이 쓰이는 고급 소재 PU타이어가 사용되었다지?,PU타이어,positive
독립서스펜션 6개 탑재된 하이엔드 #절충형유모차 !,독립서스펜션 6개,positive
폴딩도 짱쉽고 들고다니기도 편하고 이너시트 양면이라 여름에도 쓰기 좋은거 안 비밀,폴딩,positive
폴딩도 짱쉽고 들고다니기도 편하고 이너시트 양면이라 여름에도 쓰기 좋은거 안 비밀,이너시트 양면,positive
#다이치유모차앨리 칭찬해 👏👏👏,다이치유모차앨리,positive
#스위스밀리터리 #에어서큘레이터추천 뿜뿜 !,스위스밀리터리 #에어서큘레이터,neutral
요녀석 ! 소비전력도 적은데 소음은 더 적어 쿄쿄,소음,positive
#콜카 #스니커즈 예쁨 뿜뿜,콜카 #스니커즈,positive
#kolca #청바지코디 에 넘나 잘 어울리는거 아니닝?,kolca,positive
"환절기, 쉽게 #민감피부 되곤 하는데 #버블프리pH밸런싱클렌져 사용하니 자극 ZERO",버블프리pH밸런싱클렌져,positive
하지만 #브링그린 #오렌지토너 로 극복! 😃,브링그린 #오렌지토너,positive
#시트마스크 추천 💕,시트마스크,positive
#초밀착 #마스크추천 은 이런거다!,초밀착 #마스크,positive
브링그린 #시트마스크 니가 제대로 보여주는구나!,브링그린 #시트마스크,positive
#워터크림 으로 초크초크 #스킨케어 마무리 제대로,워터크림,positive
시어머님이 #선물 해주신 #패딩 맘에 쏙들고 🎶,패딩,positive
세럼인데 쫀쫀하면서도 묽은 것이 피부에 가볍게 펴바르기 좋았구 피부가 푸석하고 메마를 때 요거 하나 발라주면 피부 속까지 수분이 채워지는 것 같아요,세럼,positive
개인적으로 외출할 때면 #파데 에 #결광세럼 레이어링 하면 촉촉해서 사용하기 좋아요 👍,결광세럼,positive
신랑도 어찌나 향 좋다며 좋아하던지 #콜게이트 #바디워시 덕분이쥬!,향,positive
스크럽효과의 세정력과 #아로마 #테라피효과 까지 갖춰 요즘 애정하는 #욕실템 이라쥬 😍,아로마 #테라피효과,positive
자고로 #컨실러추천 하려면 요 정도 각은 나와줘야하지않나?,컨실러,positive
#쉬드엘아티스트웨어스킨핏듀얼컨실러 내마음 #컨실러순위 0번 😙😙,쉬드엘아티스트웨어스킨핏듀얼컨실러,positive
#컨실러인생템 드디어 찾았네!,컨실러,positive
#그랜피니 #맨투맨 보돌보돌 기분 좋은 기모,기모,positive
밤에 수면팩 대용으로 사용할 수분크림 찾다가 핑크덕후(였는데) 마음을 울리는 패키지에 반해 망설임없이 ɢᴇᴛ ˇ͈ᵕˇ͈,패키지,positive
사용하던 #비비크림 을 다 써서 새로운거 찾아보던 중 네이버쇼핑에서 인기순위 1등 비비라길래 궁금해서 나도 구매해봄☺️ .,비비,positive
알고보니 #겟잇뷰티비비 로 나름 유명한 제품이었넹🙈,겟잇뷰티비비,positive
수분감이 확실히 많아서 촉촉하니 잘 발리는데다가 발색도 자연스럽고 오래 유지되는데 커버력도 굿귯😍😍,수분감,positive
보습정말 탄탄하네요 ㅋ,보습,positive
역시 #아이오페,아이오페,positive
#제이엠솔루션 물광마스크팩으로 지친 피부를 위해 1일1팩 실천중 ❣️,제이엠솔루션 물광마스크팩,positive
앰플 톡 터뜨려서 영양 팡팡 🎉,앰플,positive
피부에 착붙 마스크팩이라 #물광피부 만들어준답니다 ♥,마스크팩,positive
평소 향수 좋아라 하는데 #썽봉 #100bon 깔끔하면서 감성적인 케이스에 홀딱 반했❣️,케이스,positive
에르메스의 향을 만든 크리스토프의 새로운 제품이라 관심있었는데 내게 왔네 고맙 ㅋ,에르메스의 향을 만든 크리스토프의 새로운 제품,positive
향기도 선물,향기,positive
#모두니트 쵝오👍,모두니트,positive
넘나 예민한 신랑을 위한 선물로 #알페신 #샴푸 준비했어요,알페신 #샴푸,positive
카페인에너지와 두피보습 두피케어에 도움을 주고 모발건강까지 딱 우리신랑을 위한 알페신 카페인 샴푸 !,알페신 카페인 샴푸,positive
요즘 대세 #씹는치약,씹는치약,positive
#에티켓 을 위해서 꼭 챙겨다니는 #성원제약 #티시리즈 🌿,성원제약 #티시리즈,positive
국내산 죽염과 핀란드산 자일리톨등 구강에 좋은재료 한가득,국내산 죽염과 핀란드산 자일리톨등,positive
가방에 쏙 ~ 휴대하기 좋은 사이즈라 맘에 들어용🤣👏🏻👏🏻,사이즈,positive
향도 다양해서 씹는재미가 있네용 ㅋ,향,positive
외출해서도 잊지않고 티시리즈로 치아관리 해준답니다 !,티시리즈,positive
푸석푸석 뻣뻣한 머릿결을 위해 꼭 사용하고 있는 #헤드스파7트리트먼트,헤드스파7트리트먼트,positive
한번 써보고 반해서 쭉 쓰게 되는 #7초트리트먼트,7초트리트먼트,positive
"우리&name&를 위해서 100% 순간흡수, 옆샘 방지 보솜이 리얼코튼팬티 쓰고있지요","100% 순간흡수, 옆샘 방지 보솜이 리얼코튼팬티",positive
민감해지는 가을 아기 피부를 보솜이 리얼코튼으로 지켜주세요~!,보솜이 리얼코튼,positive
리얼코튼은 부드럽게 아기 엉덩이에 터치!,리얼코튼,positive
홈쇼핑완판 #힐링요 #에릭스도자기,힐링요 #에릭스도자기,positive
"전자렌지 전용이라 간편하고 빠르게 요리할 수 있고 고구마,감자,콘치즈,라면,계란찜,국종류,등등 할수 있는 요리들도 많고 도자기라서 더 건강하게 즐길수 있어요 ㅋㅋ",도자기,positive
"매번 물조절💧불조절🔥 실패로 계란찜 안해먹었는데 #힐링요매직컵 에 계란과 물 ,소금,야채 넣고 전자렌지에 용기 그대로 돌리고 조리후 테이블에 직접 올려 바로바로 먹을 수 있으니 편해요",힐링요매직컵,positive
이게 힐링요의 힘인가요 ㅎㅎ,힐링요,positive
⭐하얗게 뜨는 백탁 없이 자연스럽게 톤보정을 해주는 데일리 톤업베이스랍니다,톤업베이스,positive
⭐자외선으로부터 피부를 보호해 줄 순식물성 성분 함유로 건강한 선케어가 가능하니깐 피부건강을 위해 무조건 발라요,순식물성 성분,positive
야다선크림이 있으니깐 신나게 돌아다녀도 안심이에용♡♡,야다선크림,positive
패키지부터가 깔끔하니 이뻐서 마음에 드네 🤗💕,패키지,positive
자연유래성분 94%로 순해서 온가족이 사용할수 있고 두피+모발+볼륨+모발 컨디셔닝효과를 한번에‼️,자연유래성분 94%,positive
"린스,에센스를 따로 쓰지않고 수앤샴푸만 써도 부드러워지는 것을 느낄수 있어요🌿",수앤샴푸,positive
찰랑찰랑 머릿결 수앤샴푸 써보세용 :),수앤샴푸,positive
머리끝에 톡톡 발라줬더니 부드럽고 향기도 좋아🙆🏻,향기,positive
아기자기한걸 좋아하는 우리 딸램을 위해 준비한 #무민수납장,무민수납장,positive
쪼그만 소품들도 한가득이라 정리하기 힘들었는데 칸도 많고 나뉘어져 있어서 정리하기도 쉬워요☺️❣️,칸,positive
편해서 매일입는 1987 프린팅 티셔츠 맘에 쏙 들었어,1987 프린팅 티셔츠,positive
시원해보이는 컬러에 가볍고 공간도 실용적이게 분류되어있어 완전 편해요 ㅋ,컬러,positive
무엇보다 #워싱소재 라 특별해요,워싱소재,positive
봄맞이 화사한 컬러의 봄립스틱 추천♡🎉,컬러,positive
80년간 헐리웃 스타들의 사랑을 받고있는 #레브론립스틱,레브론립스틱,positive
컬러도 다양하고 발색깡패!,컬러,positive
제가 직접 써봤는데 한번 쓰윽 터치만으로 선명하게 표현이 되고 그윽한 입술 완성 컬러하나하나가 예술이네요😃👍,컬러,positive
어떤피부톤에도 완성도 높은 컬러가 매력적인 레브론 #수퍼러스트러스립스틱,컬러,positive
3개의 브러시가 치아 구석구석 깨끗하게 닦아줘요 ! ㅋ,3개의 브러시,positive
쿨샤하기전에는 양치질 진짜 귀찮았는데 이젠 편하고 좋아요 ㅋ,쿨샤,positive
상쾌한 아침은 쿨샤 덕분 ♡,쿨샤,positive
고급스런패키지로 선물로도 좋아요,패키지,positive
다양한향기로 취향별로 골라쓰긔💕,향기,positive
그래서 요즘 꼭 사용하고 있는 #아론샵 #물광트리트먼트,아론샵 #물광트리트먼트,positive
많은 용량에 한번 반하지만 사용후 느낌이 더 만족스럽다는거 !,용량,positive
미용실헤어팩을 집에서 할수 있어서 좋아요,미용실헤어팩,positive
아론샵으로 꾸준히 관리하고 있어서 머릿결이 차분해지고 찰랑찰랑 해졌어요,아론샵,positive
"고민하던중에 환경호르몬, 진드기, 세균, 오염, 세탁걱정 없는 레이몬매트리스를 알게 되었어요 !",레이몬매트리스,positive
특수 그물망구조로 가벼운 편이라 이동도 good!,특수 그물망구조,positive
공기가 잘통하는 구조라 체온을 유지시켜 사계절내내 👍🏻👍🏻,공기가 잘통하는 구조,positive
무중력 토퍼 레이몬은 적절한 쿠션과 탄성으로 몸을 편안하게 받쳐줘서 숙면을 취할수 있도록 해줘요,무중력 토퍼 레이몬,positive
기관지가 안좋은편이라 먼지에도 예민한데 레이몬덕분에 기침도 줄고 많이 좋아졌어요 ! 이힛 ㅋㅋ,레이몬,positive
깨끗한 편안함 레이몬매트리스,레이몬매트리스,positive
이번기회에 매트리스 바꿔보세요,매트리스,positive
모서리 처리도 잘되서 굿입니다^^,모서리 처리,positive
고보습이라 정말 촉촉하고 민감성 피부에 써도 되는 순한 앰플,앰플,positive
자꾸 자꾸 손이가는 앰플 이랍니다♥️,앰플,positive
"다소 쫀득한 느낌이 드는 제형이라, 무겁지 않을까 했는데 또 흡수는 빨라서 끈적임도 없고 촉촉했어요",제형,neutral
타 제품에 비해서 양이 적은편인건 쵸큼 아쉬워요~,양,negative
면세점에서 판매되는 1위 마스크팩!,마스크팩,positive
24k골드입자성분이 들어가있는데 진짜 눈에 숑숑 보이고 너무 촉촉해요,24k골드입자성분,positive
곧 더워질 날들을 앞두고! #잠옷 #파자마 하면 또 ⭐️우주블리⭐️ 아니겠어요 ❗️ 흐흐 💕,우주블리,positive
"우선 체크무늬는 워낙 무난하게 입을 수 있는 디자인이라서요,",체크무늬,neutral
✔️소재가 얇지만 속이 비치진 않아요.,소재,positive
✔️겉과 속면 모두 박음질 처리가 깔끔하게 자 되어 있어요.,겉과 속면,positive
✔️고무줄 바지 + 튼튼한 끈이 맘에 들었어요,끈,positive
딱 봄여름에 바르기 좋은 색상들로 피부를 환하게 비춰줌,색상들,positive
그리고 부스터 같은경우는 첨에 신기하게 생겨서 `이거 뭐야`이랬는데 눈밑이라던지 국소부위에도 펴바르기 딱 좋은?,부스터,positive
앰플은 여행용으로 딱인거 같아요 💛,앰플,positive
수분과 영양감을 채울수있는 제품을 찾는다면 이거 왕추천💪🏻,영양감,positive
"근데 이 앰플이 글쎄, `고농축 25종의 천연성분`들이 통으로 들어있다고함. ㅋㅋㅋㅋㅋ",고농축 25종의 천연성분,positive
그냥 정제수가 아니라 쌀뜨물 발효수가 41% 들어갔다함..,쌀뜨물 발효수,positive
묻어나는것도 거의 없고 색도 너무 예쁨!,색,positive
근데 치마가 딱 예쁘게 트임이 있어서 내 다리라인을 보여줄듯 말듯하며 은근 섹시미를 보여줌,트임,positive
소재 자체는 겉은 되게 보드라운 소잰데 얇아요👍🏻,소재 자체,neutral
또 소매는 프릴튤립형태라 팔뚝살 가리기에 딱!,프릴튤립형태,positive
그리고 허리라인이 들어갔기땜에 내 몸보완에도 너무 좋은듯,허리라인,positive
일단 디자인.. 너무 예쁘쟈나💛,디자인,positive
빨리 다쓰고 통만 따로 쓰고 싶을정도!,통,positive
그리고 낱개 포장(50개입)이라 여행갈때도 챙겨가기좋고 위생적이라서 맘에 들었음 👍🏻,낱개 포장(50개입),positive
"#안티에이징 으로 유명한 리엔케이에서 신상 나왔는데 제품도 제품이지만, 저는 이 특수 마사지 롤러가 너무 좋네용",특수 마사지 롤러,positive
내가 좋아하는 #원피스 중에 하나 🌸,원피스,positive
"봄도 오고 피부도 푸석해서 최근에 #플라본세럼 을 사전출시전에 협찬받아서 써봤는데, #솔직한후기 로는 냄새는 #호블호 갈림..",냄새,neutral
하지만 바른후에 오래 남지는 않고 촥촥 영양감있게 피부에 감김.,영양감,positive
색상도 다양하게 구분되어있고 하나하나 다른그림이 그려져있어서 다양한 놀이로 활용되기 좋아요,색상,positive
직접 써보니 큰 사이즈와 두꺼운 원단에 놀랐네요,사이즈,positive
직접 써보니 큰 사이즈와 두꺼운 원단에 놀랐네요,원단,positive
우리아이 어디든 사용하는 물티슈이다보니 깐깐하게 챙기자구요~,물티슈,positive
"봄, 여름에 신기 딱 좋은 업사이클링 소가족을 사용한 #레더리스 #키높이스니커즈 겟했어요",레더리스 #키높이스니커즈,positive
고탄성 깔창을 사용해서 폭신한게 완전 편해요,고탄성 깔창,positive
